Index,Delta Curvature: neural,Delta Curvature: control,Distances,"Rates, correlation empirical vs predicted","Variance, correlation empirical vs predicted","Covariance, correlation empirical vs predicted",Dataset,Pixel curvature,sequence type,dither
54,4.06801123917687,2.77105278481813,2.8927,0.9501,0.8935,0.5936,ay4_u006_image_sequences,106.6673,1,2
55,-19.1152071584146,18.2768999937062,0.9161,0.9397,0.8798,0.7778,ay4_u006_image_sequences,106.6373,1,2
56,-10.2061068724772,-8.16406397264171,1.9568,0.9491,0.8939,0.6345,ay4_u006_image_sequences,83.0395,1,2
57,-3.11388088829261,4.87196872392493,3.5322,0.9554,0.8926,0.5513,ay4_u006_image_sequences,84.9083,1,2
58,3.58510914308151,-4.78998333037776,2.4333,0.942,0.8438,0.4657,ay4_u006_image_sequences,73.4071,1,2
59,-2.93196229568487,-14.8563742919528,1.6101,0.8957,0.8277,0.6869,ay4_u006_image_sequences,62.1746,1,2
60,-18.8457845941922,0.794503100525847,2.8679,0.9438,0.8676,0.6428,ay4_u006_image_sequences,107.549,1,2
61,-61.9228716924100,-6.54559612149239,1.1677,0.9606,0.9281,0.7669,ay4_u005_image_sequences,101.5326,1,2
62,10.1155581667743,-4.54441383232626,1.7578,0.9746,0.9392,0.7892,ay4_u005_image_sequences,105.9307,1,2
63,7.64455032020650,0.131825918862849,1.8476,0.9813,0.9441,0.7924,ay4_u005_image_sequences,93.3074,1,2
64,-15.8262537662408,0.401570129279760,2.36,0.9557,0.8859,0.6193,ay4_u005_image_sequences,104.9207,1,2
65,-73.3293818254257,-8.65716338487165,1.0117,0.9698,0.8779,0.6827,ay4_u005_image_sequences,104.9132,1,2
66,-47.0649586022206,-17.5007048412557,1.0409,0.9593,0.9184,0.8141,ay4_u005_image_sequences,84.9883,1,2
67,-5.20654975161223,-0.347671869573393,2.441,0.9757,0.9308,0.7422,ay4_u005_image_sequences,86.3547,1,2
68,-7.89888083481868,-13.1163677599560,2.2886,0.9774,0.9426,0.803,ay4_u005_image_sequences,72.2898,1,2
69,-17.9162804728067,4.36165954958451,0.9155,0.9508,0.8711,0.7707,ay4_u005_image_sequences,63.4753,1,2
70,6.48247064321888,2.74714406842304,2.5646,0.9656,0.9289,0.8027,ay4_u005_image_sequences,107.481,1,2
71,-10.8351617623636,-15.7983574074319,1.6393,0.9689,0.933,0.7754,ay4_u005_image_sequences,99.0342,1,2
72,-12.6193322734442,-2.48019893403128,1.7341,0.9737,0.929,0.8092,ay4_u005_image_sequences,103.6573,1,2
73,18.2858419795565,-5.31704530387150,2.4056,0.9749,0.9239,0.8191,ay4_u005_image_sequences,87.4242,1,2
74,-25.8523120755745,-0.895781196381360,1.7646,0.9621,0.9261,0.8057,ay4_u005_image_sequences,106.6673,1,2
75,-32.1024863290385,6.67866495735694,1.2886,0.97,0.9378,0.8228,ay4_u005_image_sequences,106.6373,1,2
76,-25.1464121584606,-7.17257485896679,1.1887,0.9681,0.9234,0.8024,ay4_u005_image_sequences,83.0395,1,2
77,-7.24054114023998,3.23575910794442,2.185,0.9727,0.923,0.7409,ay4_u005_image_sequences,84.9083,1,2
78,0.852474557122395,-9.90036467058649,1.8073,0.8477,0.8335,0.6417,ay4_u005_image_sequences,73.4071,1,2
79,-0.438196597624204,-11.5076481261326,1.2041,0.9715,0.941,0.8567,ay4_u005_image_sequences,62.1746,1,2
80,2.59765431666012,0.378134970515033,2.778,0.9701,0.9399,0.8172,ay4_u005_image_sequences,107.549,1,2
81,-14.3520427573817,2.80990842230380,1.6881,0.96,0.939,0.8921,ay3_u001_image_sequences,101.5326,1,2
82,-21.1106224432658,39.5307978653265,0.7525,0.9257,0.9177,0.8927,ay3_u001_image_sequences,105.9307,1,2
83,-44.9695455654674,-11.6143635429457,0.7313,0.9252,0.9188,0.8351,ay3_u001_image_sequences,93.3074,1,2
84,-15.2042056799491,3.75055063651103,2.0501,0.9113,0.911,0.8309,ay3_u001_image_sequences,104.9207,1,2
85,-13.4384450526977,9.23841108598640,1.4871,0.9162,0.9201,0.8845,ay3_u001_image_sequences,104.9132,1,2
86,-46.9318428641911,19.3486262917622,0.9394,0.9176,0.9214,0.9102,ay3_u001_image_sequences,84.9883,1,2
87,0.761374555112155,8.31743317241814,2.8134,0.887,0.9032,0.7746,ay3_u001_image_sequences,86.3547,1,2
88,-21.7120976194440,-12.1612970983960,1.7536,0.9373,0.912,0.8258,ay3_u001_image_sequences,72.2898,1,2
89,20.5786663341990,-9.22326007621994,1.6017,0.8121,0.8448,0.9146,ay3_u001_image_sequences,63.4753,1,2
90,3.23917693446389,1.03537699537177,2.4994,0.9432,0.9326,0.8295,ay3_u001_image_sequences,107.481,1,2
91,-33.4324421421811,-17.0678060718297,1.3399,0.8476,0.8247,0.8121,ay3_u001_image_sequences,99.0342,1,2
92,8.36411331242697,3.23947373854268,1.2979,0.9429,0.9242,0.8706,ay3_u001_image_sequences,103.6573,1,2
93,0.128388016603978,2.68890758808295,1.7453,0.9615,0.9491,0.8613,ay3_u001_image_sequences,87.4242,1,2
94,13.1337894126788,5.71843439954012,3.0576,0.9231,0.9277,0.8472,ay3_u001_image_sequences,106.6673,1,2
95,36.6854583742930,3.53024868607089,1.8267,0.9429,0.9428,0.9336,ay3_u001_image_sequences,106.6373,1,2
96,-30.1419748173702,-15.7226630635838,1.0889,0.9137,0.9113,0.8429,ay3_u001_image_sequences,83.0395,1,2
97,5.21258525772489,8.28475487526459,2.2929,0.9527,0.9305,0.9083,ay3_u001_image_sequences,84.9083,1,2
98,18.9685185342022,-7.13904378541037,1.2542,0.8453,0.8307,0.766,ay3_u001_image_sequences,73.4071,1,2
99,-5.85260011037788,-15.5249814794333,1.7539,0.9662,0.9531,0.9331,ay3_u001_image_sequences,62.1746,1,2
100,12.5984161481245,2.24470231605372,2.312,0.9225,0.9335,0.8679,ay3_u001_image_sequences,107.549,1,2
101,-43.3162037558455,3.63804215648916,2.0865,0.8972,0.8733,0.6352,ay3_u002_image_sequences,101.5326,1,2
102,-12.4017724492926,13.6173177190150,2.3907,0.8992,0.8918,0.7729,ay3_u002_image_sequences,105.9307,1,2
103,-46.1457869826891,5.59579578389411,1.9384,0.9421,0.9276,0.851,ay3_u002_image_sequences,93.3074,1,2
104,2.83138272023706,0.539457959618976,3.7434,0.89,0.8366,0.5359,ay3_u002_image_sequences,104.9207,1,2
105,-53.1382085529549,7.23191649210591,1.7841,0.9199,0.9002,0.6948,ay3_u002_image_sequences,104.9132,1,2
106,-46.3123598379976,-9.32819231245561,1.5526,0.9008,0.9032,0.7741,ay3_u002_image_sequences,84.9883,1,2
107,6.13225681381076,10.7670690556285,2.8879,0.8649,0.8902,0.7451,ay3_u002_image_sequences,86.3547,1,2
108,-20.8618700346908,8.52423076693223,2.4931,0.8912,0.7152,0.2198,ay3_u002_image_sequences,72.2898,1,2
109,-25.4956763361204,-16.4008620361184,1.1623,0.944,0.9266,0.8016,ay3_u002_image_sequences,63.4753,1,2
110,16.6588988114460,-0.397770935832861,3.8354,0.9156,0.9113,0.7548,ay3_u002_image_sequences,107.481,1,2
111,-16.4556822185891,1.52541006763682,2.3345,0.9304,0.8718,0.6096,ay3_u002_image_sequences,99.0342,1,2
112,0.215552989035317,-6.63665077877035,1.8474,0.9336,0.9175,0.7954,ay3_u002_image_sequences,103.6573,1,2
113,-14.2977865840357,-0.304624774596042,1.7628,0.9503,0.9005,0.7748,ay3_u002_image_sequences,87.4242,1,2
114,-0.698186241967588,2.92419383833394,3.4382,0.9005,0.8888,0.6765,ay3_u002_image_sequences,106.6673,1,2
115,-12.8133049714204,3.01327196024354,2.0228,0.8832,0.8599,0.6734,ay3_u002_image_sequences,106.6373,1,2
116,-39.2767238968229,-1.34011278407637,2.6891,0.8995,0.8949,0.7535,ay3_u002_image_sequences,83.0395,1,2
117,15.3959718235670,6.98383347541750,3.9416,0.83,0.8362,0.7399,ay3_u002_image_sequences,84.9083,1,2
118,-0.173722134356425,-12.3716194790676,2.1319,0.7841,0.752,0.4495,ay3_u002_image_sequences,73.4071,1,2
119,-18.5563587324762,-14.7965762956696,1.3487,0.9496,0.923,0.8552,ay3_u002_image_sequences,62.1746,1,2
120,6.79862063162366,1.00280156159172,3.2894,0.8775,0.8617,0.7616,ay3_u002_image_sequences,107.549,1,2
121,-85.2040890449039,35.7449656172404,0.2568,0.9328,0.8161,0.8456,ay2_u007_image_sequences,101.5326,1,2
122,-10.6940912080922,34.9600139842600,0.3684,0.946,0.8792,0.8429,ay2_u007_image_sequences,105.9307,1,2
123,64.8191305116013,27.2689452932998,0.3216,0.9374,0.8286,0.8385,ay2_u007_image_sequences,93.3074,1,2
124,66.4444034091510,46.8432503530989,0.1868,0.9335,0.8415,0.8463,ay2_u007_image_sequences,104.9207,1,2
125,51.3087312081466,53.0511020308574,0.2414,0.9424,0.8007,0.8204,ay2_u007_image_sequences,104.9132,1,2
126,-95.7104443528353,72.2672940307830,0.145,0.9254,0.8503,0.7882,ay2_u007_image_sequences,84.9883,1,2
127,8.42499372404548,40.9628777566229,0.4504,0.9248,0.8325,0.7053,ay2_u007_image_sequences,86.3547,1,2
128,-14.7794506849515,66.3148106988531,0.2233,0.9486,0.8714,0.8371,ay2_u007_image_sequences,72.2898,1,2
129,56.7388314156449,-7.67062161247007,0.339,0.9228,0.8463,0.8355,ay2_u007_image_sequences,63.4753,1,2
130,69.7031781747886,19.8690311567190,0.4359,0.87,0.7467,0.7641,ay2_u007_image_sequences,107.481,1,2
131,-51.0931073745204,22.9116030090676,0.4539,0.9569,0.8956,0.8339,ay2_u007_image_sequences,99.0342,1,2
132,11.9862076313561,24.2024246998107,0.4049,0.9389,0.8442,0.838,ay2_u007_image_sequences,103.6573,1,2
133,60.9835251347955,43.4705219036466,0.2512,0.9377,0.8278,0.8356,ay2_u007_image_sequences,87.4242,1,2
134,60.9659518230189,44.8636240965005,0.2005,0.936,0.8971,0.8452,ay2_u007_image_sequences,106.6673,1,2
135,-18.8741760012664,5.11814999053237,0.4792,0.9341,0.8651,0.83,ay2_u007_image_sequences,106.6373,1,2
136,-93.5733237961029,65.3185164593193,0.1903,0.923,0.7938,0.8359,ay2_u007_image_sequences,83.0395,1,2
137,9.93217296938977,20.0819794316292,0.4586,0.9388,0.7925,0.6653,ay2_u007_image_sequences,84.9083,1,2
138,-27.0561546954784,7.45153843195878,0.4105,0.9368,0.9026,0.8862,ay2_u007_image_sequences,73.4071,1,2
139,86.7402751793554,29.8675429795343,0.2784,0.9324,0.8043,0.789,ay2_u007_image_sequences,62.1746,1,2
140,69.8646331793660,37.5808837044160,0.3304,0.9126,0.7682,0.7588,ay2_u007_image_sequences,107.549,1,2
141,11.7738787312653,4.82325857469593,0.9468,0.8437,0.8638,0.8059,ay5_u002_image_sequences,101.5326,1,2
142,-15.3884275532116,31.9690909370996,0.81,0.6928,0.6784,0.5907,ay5_u002_image_sequences,105.9307,1,2
143,71.8348187123374,61.5025193402880,0.0926,0.6663,0.6578,0.8758,ay5_u002_image_sequences,93.3074,1,2
144,-0.749992132533406,31.3550583222975,0.6056,0.6962,0.7407,0.6938,ay5_u002_image_sequences,104.9207,1,2
145,-20.1618385014403,57.6594862613782,0.1879,0.877,0.8714,0.8654,ay5_u002_image_sequences,104.9132,1,2
146,80.8351743958120,11.1328721211566,0.6766,0.8878,0.8448,0.8473,ay5_u002_image_sequences,84.9883,1,2
147,42.3381316503826,66.5036938044774,0.12,0.8276,0.8158,0.8166,ay5_u002_image_sequences,86.3547,1,2
148,96.5894239338798,94.3677706050688,0.099,0.8126,0.7851,0.8723,ay5_u002_image_sequences,72.2898,1,2
149,27.8642756208523,39.4960537968364,0.5016,0.9258,0.918,0.9129,ay5_u002_image_sequences,63.4753,1,2
150,-16.2482740878128,33.7783310819037,0.686,0.8422,0.8568,0.8005,ay5_u002_image_sequences,107.481,1,2
151,14.5982628094343,-7.35920578312608,1.0375,0.8788,0.8719,0.872,ay5_u002_image_sequences,99.0342,1,2
152,-7.15393430841857,33.5119572806626,0.4957,0.646,0.6268,0.7282,ay5_u002_image_sequences,103.6573,1,2
153,-14.0874595000379,27.9174756265224,0.6622,0.8898,0.8565,0.8818,ay5_u002_image_sequences,87.4242,1,2
154,2.93903637526429,18.7576434925834,1.0728,0.7148,0.732,0.6518,ay5_u002_image_sequences,106.6673,1,2
155,-41.8314196419288,45.9346484347962,0.4506,0.8073,0.8232,0.8295,ay5_u002_image_sequences,106.6373,1,2
156,14.4479471533903,63.7464651712606,0.012,0.8803,0.8934,0.8763,ay5_u002_image_sequences,83.0395,1,2
157,53.7070083399133,19.5952544022319,0.781,0.8943,0.8763,0.8505,ay5_u002_image_sequences,84.9083,1,2
158,32.4300317998254,1.51782144942261,0.8273,0.8555,0.8351,0.8138,ay5_u002_image_sequences,73.4071,1,2
159,6.48998750675931,54.8317673004016,0.4875,0.7796,0.8107,0.7655,ay5_u002_image_sequences,62.1746,1,2
160,-0.749462949919335,6.65051728870678,1.0204,0.8752,0.8614,0.8357,ay5_u002_image_sequences,107.549,1,2
161,27.2525548634476,-3.72376699982692,1.9947,0.9206,0.8889,0.8317,ay5_u005_image_sequences,101.5326,1,2
162,24.5910887717530,-2.25554379173868,1.4842,0.9528,0.9112,0.8342,ay5_u005_image_sequences,105.9307,1,2
163,33.9929506000214,41.2395341694755,0.6701,0.8746,0.8459,0.8059,ay5_u005_image_sequences,93.3074,1,2
164,-10.7942066555906,4.10735878552673,1.1635,0.9588,0.9234,0.851,ay5_u005_image_sequences,104.9207,1,2
165,-47.2135302916821,6.14004426328518,0.6542,0.9138,0.8671,0.8416,ay5_u005_image_sequences,104.9132,1,2
166,59.2757699081334,53.5147073971863,0.4097,0.8768,0.8212,0.7781,ay5_u005_image_sequences,84.9883,1,2
167,12.3139014015195,3.02600651971119,1.4847,0.9383,0.8907,0.7605,ay5_u005_image_sequences,86.3547,1,2
168,26.3572380590682,-3.04328594161851,1.8094,0.9032,0.8893,0.8116,ay5_u005_image_sequences,72.2898,1,2
169,28.3692581174212,-14.8815288171159,0.9885,0.9415,0.8897,0.7639,ay5_u005_image_sequences,63.4753,1,2
170,16.4564069084049,16.5938487203430,1.2499,0.9494,0.9146,0.8457,ay5_u005_image_sequences,107.481,1,2
171,55.0056823038241,-2.02107668753309,2.06,0.9217,0.8968,0.84,ay5_u005_image_sequences,99.0342,1,2
172,8.77186299162708,1.91944863284677,1.8523,0.9033,0.8648,0.8061,ay5_u005_image_sequences,103.6573,1,2
173,46.9135384711783,0.730829957632435,2.0068,0.9516,0.9225,0.8678,ay5_u005_image_sequences,87.4242,1,2
174,-8.10098501253281,12.9373192286237,0.8503,0.9088,0.8671,0.8022,ay5_u005_image_sequences,106.6673,1,2
175,-27.5025933173288,8.80888187331865,0.9636,0.928,0.8869,0.8034,ay5_u005_image_sequences,106.6373,1,2
176,16.9282404993172,27.2750451107239,0.6876,0.8727,0.8772,0.8311,ay5_u005_image_sequences,83.0395,1,2
177,32.1418307721247,2.53502754173694,1.9397,0.927,0.9019,0.8159,ay5_u005_image_sequences,84.9083,1,2
178,30.3896752556575,-13.9975214804000,1.7405,0.9336,0.8937,0.7502,ay5_u005_image_sequences,73.4071,1,2
179,42.1444713160661,-16.5170816953564,1.4033,0.9578,0.9075,0.786,ay5_u005_image_sequences,62.1746,1,2
180,-17.1328871074818,-1.55883481464873,1.3693,0.9465,0.9008,0.7974,ay5_u005_image_sequences,107.549,1,2
1,105.853149723667,55.9127213113713,0.32,0.96,0.92,0.80,ay2_u003_image_sequences,9.8997,2,1
2,41.8434439160538,28.9120219075245,0.45,0.97,0.93,0.83,ay2_u003_image_sequences,11.9034,2,1
3,80.5522254294646,82.0915961998492,0.15,0.95,0.89,0.77,ay2_u003_image_sequences,10.1582,2,1
4,54.5351440755918,30.5095681504107,0.45,0.97,0.92,0.76,ay2_u003_image_sequences,8.9283,2,1
5,169.079313762051,117.207408538973,0.10,0.96,0.91,0.81,ay2_u003_image_sequences,10.7218,2,1
6,165.890740420517,121.712399178019,0.12,0.96,0.91,0.82,ay2_u003_image_sequences,13.9415,2,1
7,40.5864028253543,5.49679959062936,0.72,0.97,0.91,0.69,ay2_u003_image_sequences,9.5152,2,1
8,79.7666027933672,30.7284249385944,0.61,0.97,0.91,0.70,ay2_u003_image_sequences,5.4859,2,1
9,9.11638838353261,68.8877389598262,0.22,0.96,0.93,0.79,ay2_u003_image_sequences,11.4308,2,1
10,62.5822818211311,73.3006182664672,0.28,0.96,0.92,0.81,ay2_u003_image_sequences,9.0729,2,1
11,91.8983134874255,34.4611524690166,0.40,0.96,0.88,0.75,ay2_u003_image_sequences,8.2666,2,1
12,99.0489961090030,55.7553961097102,0.27,0.96,0.89,0.80,ay2_u003_image_sequences,11.0438,2,1
13,77.8617454396203,32.9404220220915,0.26,0.95,0.90,0.78,ay2_u003_image_sequences,27.2679,2,1
14,43.5511180891319,43.2422214683086,0.31,0.97,0.92,0.75,ay2_u003_image_sequences,8.5916,2,1
15,71.3733389247432,34.0514651438075,0.48,0.97,0.93,0.81,ay2_u003_image_sequences,10.193,2,1
16,102.701010022726,49.9230954389643,0.39,0.97,0.93,0.82,ay2_u003_image_sequences,13.6545,2,1
17,27.4612559517720,35.3209625761979,0.50,0.97,0.90,0.75,ay2_u003_image_sequences,11.066,2,1
18,6.20012101951059,28.3874987611060,0.46,0.96,0.88,0.76,ay2_u003_image_sequences,5.1711,2,1
19,54.9787192180445,34.6327526525728,0.37,0.97,0.93,0.76,ay2_u003_image_sequences,11.5399,2,1
20,46.0159067034041,54.0022135740228,0.31,0.97,0.92,0.80,ay2_u003_image_sequences,7.4871,2,1
21,68.1016770670123,20.1714759279798,0.43,0.94,0.92,0.91,ay4_u001_image_sequences,9.8997,2,1
22,85.9365185992876,8.73466397075380,0.35,0.96,0.94,0.96,ay4_u001_image_sequences,11.9034,2,1
23,169.788907255456,12.4927773417029,0.46,0.91,0.91,0.92,ay4_u001_image_sequences,10.1582,2,1
24,42.2326111606729,12.6597020454060,0.34,0.97,0.95,0.94,ay4_u001_image_sequences,8.9283,2,1
25,56.6553995342415,6.98250932996029,0.41,0.95,0.92,0.92,ay4_u001_image_sequences,10.7218,2,1
26,80.5465742215955,30.1957003403740,0.24,0.97,0.95,0.91,ay4_u001_image_sequences,13.9415,2,1
27,36.8226954987117,32.9379215894834,0.24,0.93,0.88,0.88,ay4_u001_image_sequences,9.5152,2,1
28,76.9914314873338,6.23926031762598,0.40,0.96,0.94,0.86,ay4_u001_image_sequences,5.4859,2,1
29,74.7058982691291,3.94227129629387,0.53,0.94,0.93,0.95,ay4_u001_image_sequences,11.4308,2,1
30,117.647513471896,18.9097344060649,0.30,0.96,0.94,0.92,ay4_u001_image_sequences,9.0729,2,1
31,82.8089584011823,7.13228500219271,0.47,0.71,0.76,0.91,ay4_u001_image_sequences,8.2666,2,1
32,74.3670380878487,62.9031437211161,0.16,0.94,0.93,0.95,ay4_u001_image_sequences,11.0438,2,1
33,152.421075635794,61.3411927971314,0.16,0.91,0.90,0.89,ay4_u001_image_sequences,27.2679,2,1
34,79.7942298038792,22.6834471799568,0.30,0.96,0.95,0.96,ay4_u001_image_sequences,8.5916,2,1
35,116.436064640203,5.83701843093975,0.52,0.96,0.94,0.90,ay4_u001_image_sequences,10.193,2,1
36,94.7764566661092,-4.33902141811396,0.57,0.97,0.96,0.91,ay4_u001_image_sequences,13.6545,2,1
37,82.7115447752528,31.4495547208756,0.33,0.88,0.87,0.84,ay4_u001_image_sequences,11.066,2,1
38,86.9464128736057,22.9379734107495,0.23,0.91,0.88,0.90,ay4_u001_image_sequences,5.1711,2,1
39,108.949379853484,2.69980065123288,0.33,0.95,0.92,0.92,ay4_u001_image_sequences,11.5399,2,1
40,66.5017095344805,18.3589721879847,0.41,0.95,0.92,0.91,ay4_u001_image_sequences,7.4871,2,1
41,36.2250483733872,21.2245999178574,0.62,0.93,0.84,0.53,ay4_u006_image_sequences,9.8997,2,1
42,83.3477977303848,32.9363517748181,0.51,0.95,0.87,0.62,ay4_u006_image_sequences,11.9034,2,1
43,84.4635377012955,10.8577258364436,0.54,0.92,0.82,0.63,ay4_u006_image_sequences,10.1582,2,1
44,35.3844244189383,43.6842067870130,0.50,0.95,0.91,0.68,ay4_u006_image_sequences,8.9283,2,1
45,77.7154326140292,38.9734403753551,0.50,0.92,0.84,0.61,ay4_u006_image_sequences,10.7218,2,1
46,40.0262028194302,12.5623210716221,0.75,0.93,0.88,0.71,ay4_u006_image_sequences,13.9415,2,1
47,59.9618970080513,30.6464572711948,0.43,0.91,0.83,0.67,ay4_u006_image_sequences,9.5152,2,1
48,37.3587089946162,28.3831920377945,0.84,0.95,0.85,0.63,ay4_u006_image_sequences,5.4859,2,1
49,26.1666550829352,33.5808561788484,0.40,0.91,0.85,0.67,ay4_u006_image_sequences,11.4308,2,1
50,60.7891092325779,20.6217471148279,0.86,0.93,0.86,0.66,ay4_u006_image_sequences,9.0729,2,1
51,77.1035988605130,16.3113179139743,1.08,0.94,0.88,0.72,ay4_u006_image_sequences,8.2666,2,1
52,22.0033646236655,41.2223444303524,0.41,0.92,0.87,0.62,ay4_u006_image_sequences,11.0438,2,1
53,36.1671192045010,27.9972936642367,0.31,0.92,0.82,0.65,ay4_u006_image_sequences,27.2679,2,1
54,33.3348752700276,39.1981874627758,0.53,0.94,0.92,0.72,ay4_u006_image_sequences,8.5916,2,1
55,66.2953354978088,43.3511310780739,0.45,0.93,0.88,0.77,ay4_u006_image_sequences,10.193,2,1
56,66.4791764987047,29.3066698469609,0.55,0.94,0.87,0.71,ay4_u006_image_sequences,13.6545,2,1
57,49.1323078570223,29.7665556717331,0.41,0.95,0.89,0.75,ay4_u006_image_sequences,11.066,2,1
58,30.2337600694620,24.0960836442073,0.61,0.88,0.81,0.47,ay4_u006_image_sequences,5.1711,2,1
59,63.3889172439074,24.7795285005707,0.61,0.94,0.89,0.72,ay4_u006_image_sequences,11.5399,2,1
60,76.6173839082589,14.5227527850846,0.87,0.91,0.79,0.54,ay4_u006_image_sequences,7.4871,2,1
61,40.9594938826948,34.2789117359898,0.62,0.97,0.91,0.71,ay4_u005_image_sequences,9.8997,2,1
62,88.9136349161252,33.7096368385421,0.35,0.96,0.89,0.73,ay4_u005_image_sequences,11.9034,2,1
63,97.3803477695840,13.2083777115244,0.65,0.95,0.90,0.84,ay4_u005_image_sequences,10.1582,2,1
64,72.4186083493539,41.3833396207499,0.46,0.95,0.86,0.75,ay4_u005_image_sequences,8.9283,2,1
65,75.3431599983655,30.4157893314967,0.47,0.96,0.89,0.69,ay4_u005_image_sequences,10.7218,2,1
66,36.2128552626232,37.6821435376302,0.49,0.96,0.89,0.78,ay4_u005_image_sequences,13.9415,2,1
67,69.8656603567198,16.5056605577396,0.82,0.97,0.89,0.60,ay4_u005_image_sequences,9.5152,2,1
68,76.7755393706328,23.6097187458232,0.93,0.97,0.91,0.74,ay4_u005_image_sequences,5.4859,2,1
69,59.5785721583384,37.2076479033999,0.50,0.96,0.87,0.70,ay4_u005_image_sequences,11.4308,2,1
70,41.9918474043908,50.7985161130829,0.44,0.95,0.78,0.31,ay4_u005_image_sequences,9.0729,2,1
71,18.0441816761705,26.2067655945113,0.62,0.97,0.94,0.78,ay4_u005_image_sequences,8.2666,2,1
72,67.6608379266606,43.8390426727227,0.43,0.96,0.90,0.71,ay4_u005_image_sequences,11.0438,2,1
73,-20.9727206363420,63.2047534775287,0.16,0.95,0.90,0.83,ay4_u005_image_sequences,27.2679,2,1
74,2.42504823000840,40.5672822826253,0.51,0.96,0.86,0.64,ay4_u005_image_sequences,8.5916,2,1
75,20.0729515579415,23.7206331622769,0.50,0.96,0.92,0.80,ay4_u005_image_sequences,10.193,2,1
76,35.9735913620629,39.9574254569020,0.38,0.96,0.90,0.73,ay4_u005_image_sequences,13.6545,2,1
77,71.5861942536234,15.4026967105487,0.88,0.97,0.93,0.78,ay4_u005_image_sequences,11.066,2,1
78,30.2673298588328,45.7165963194095,0.54,0.96,0.91,0.69,ay4_u005_image_sequences,5.1711,2,1
79,27.9032154763118,33.8667523917140,0.59,0.97,0.93,0.86,ay4_u005_image_sequences,11.5399,2,1
80,50.5518147156606,43.2902068151610,0.42,0.95,0.90,0.76,ay4_u005_image_sequences,7.4871,2,1
81,55.0587236170766,32.3929036058384,0.52,0.83,0.82,0.80,ay3_u001_image_sequences,9.8997,2,1
82,7.06476426008303,72.5540915548841,0.26,0.91,0.90,0.88,ay3_u001_image_sequences,11.9034,2,1
83,98.8199117272052,41.3337922035022,0.83,0.94,0.93,0.92,ay3_u001_image_sequences,10.1582,2,1
84,52.8063108600868,84.8152382944875,0.30,0.93,0.93,0.89,ay3_u001_image_sequences,8.9283,2,1
85,41.5155330539329,28.6220358492955,0.70,0.94,0.93,0.87,ay3_u001_image_sequences,10.7218,2,1
86,103.134536122756,36.4838839177615,0.73,0.92,0.92,0.90,ay3_u001_image_sequences,13.9415,2,1
87,20.3600452684485,23.2945844167935,0.87,0.93,0.92,0.90,ay3_u001_image_sequences,9.5152,2,1
88,24.6487022392364,31.0656167353127,0.72,0.94,0.91,0.84,ay3_u001_image_sequences,5.4859,2,1
89,84.2159233900335,17.7527580831520,0.71,0.80,0.82,0.86,ay3_u001_image_sequences,11.4308,2,1
90,36.0204600669945,42.8205298811538,0.42,0.95,0.94,0.87,ay3_u001_image_sequences,9.0729,2,1
91,104.252579454303,17.5918912393298,0.56,0.93,0.87,0.75,ay3_u001_image_sequences,8.2666,2,1
92,140.586456896517,21.5299478741084,0.94,0.92,0.88,0.83,ay3_u001_image_sequences,11.0438,2,1
93,2.18465950773848,1.92719644412701,0.57,0.96,0.94,0.86,ay3_u001_image_sequences,27.2679,2,1
94,86.8754466605437,31.0272850354957,0.49,0.93,0.94,0.87,ay3_u001_image_sequences,8.5916,2,1
95,108.810929250854,44.1933825228598,0.63,0.94,0.94,0.91,ay3_u001_image_sequences,10.193,2,1
96,-4.55339134775770,43.9013388289812,0.43,0.94,0.93,0.92,ay3_u001_image_sequences,13.6545,2,1
97,80.7062384386936,16.0783598538446,0.97,0.84,0.84,0.88,ay3_u001_image_sequences,11.066,2,1
98,50.8969150934813,22.0476715857664,0.65,0.90,0.86,0.76,ay3_u001_image_sequences,5.1711,2,1
99,38.5743999648234,7.03212547403696,0.64,0.94,0.93,0.87,ay3_u001_image_sequences,11.5399,2,1
100,42.6725065161599,50.6539658791716,0.53,0.95,0.93,0.92,ay3_u001_image_sequences,7.4871,2,1
101,20.3970144682356,30.2743209400459,0.87,0.89,0.87,0.68,ay3_u002_image_sequences,9.8997,2,1
102,119.201177374379,10.8048283503624,0.63,0.88,0.87,0.73,ay3_u002_image_sequences,11.9034,2,1
103,86.3497033233657,14.2219046207365,0.54,0.93,0.89,0.78,ay3_u002_image_sequences,10.1582,2,1
104,36.9201469067842,13.8398531270695,0.96,0.90,0.87,0.62,ay3_u002_image_sequences,8.9283,2,1
105,39.3945480234467,30.4163953519573,0.62,0.91,0.90,0.74,ay3_u002_image_sequences,10.7218,2,1
106,89.5141153030178,-3.63223328512650,1.10,0.93,0.92,0.82,ay3_u002_image_sequences,13.9415,2,1
107,21.3708445301310,24.7340193649007,0.60,0.96,0.94,0.86,ay3_u002_image_sequences,9.5152,2,1
108,41.9109042295479,12.5257440910040,0.71,0.92,0.82,0.49,ay3_u002_image_sequences,5.4859,2,1
109,23.7204936756113,26.7309616331001,0.48,0.93,0.90,0.79,ay3_u002_image_sequences,11.4308,2,1
110,89.0463543208203,27.1107288085079,0.82,0.94,0.94,0.84,ay3_u002_image_sequences,9.0729,2,1
111,61.8711446218847,11.5723028487774,1.00,0.89,0.82,0.44,ay3_u002_image_sequences,8.2666,2,1
